,Intitulé du poste,Date de publication,lieu,competences,Nom de la société,Type de contrat,Salaires
725,"Data Engineer Teradata F/H - Système, réseaux, données (H/F)","
Publié le 03 janvier 2023
",94 - VILLEJUIF,"sql, agile, outils, communication, marketing, git, unix, qlik, unix, sécurité","
LCL
","CDD
 - Temps plein",Salaire brut : A négocier
726,"Data Analyst F/H - Système, réseaux, données (H/F)","
Publié le 03 janvier 2023
",75 - PARIS 02,"agile, recette, outils, tableau","
MYDRAL
","CDD
 - Temps plein",Salaire brut : 38 - 43 k€ brut annuel
727,Global Product Owner Data Analytics - CDI - Châtillon (92) F/H - Informatique de gestion (H/F),"
Publié le 03 janvier 2023
",92 - CHATILLON,"agile, support","
Dogfinance
","CDI
 - Temps plein",Salaire brut : A négocier
728,"Développeur Java Big Data F/H - Système, réseaux, données (H/F)","
Publié le 03 janvier 2023
",75 - PARIS 17,"sql, test, big data, nosql, hadoop, java, j2ee, spark","
BMARKETS
","CDI
 - Temps plein",Salaire brut : A négocier
729,"Data Manager F/H - Système, réseaux, données (H/F)","
Actualisé le 23 janvier 2023
",78 - POISSY,"sql, outils, data management, git, support, sécurité, crm","
ENVEA
","CDI
 - Temps plein",Salaire brut : A négocier
730,"Architecte Data F/H - Système, réseaux, données (H/F)","
Publié le 03 janvier 2023
",94 - VILLEJUIF,"sql, big data, intelligence artificielle, support, tableau","
LCL
","CDI
 - Temps plein",Salaire brut : A négocier
731,DATA SOLUTION SPECIALIST QLIK F/H - Maîtrise d'ouvrage et fonctionnel (H/F),"
Publié le 03 janvier 2023
",75 - PARIS 01,"recette, outils, communication, qlik, moe, moa, qlikview","
Trimane
","CDI
 - Temps plein",Salaire brut : A partir de 45 k€ brut annuel
732,"Assistant(e) Master Data Clients (CDD) F/H - Chargé d'affaires, technico-commercial (H/F)","
Publié le 03 janvier 2023
",92 - NANTERRE,"support, sap","
FUCHS LUBRIFIANT FRANCE S.A.
","CDI
 - Temps plein",Salaire brut : A négocier
733,Data Manager Epargne Financière F/H (H/F),"
Publié le 03 janvier 2023
",75 - PARIS 06,"python, sql, communication, git, qlik, crm","
La Banque Postale
","CDI
 - Temps plein",
734,"Product Marketing Manager ""Document & Data Analysis"" F/H - Marketing (H/F)","
Publié le 03 janvier 2023
",92 - PUTEAUX,"outils, communication, intelligence artificielle, marketing, saas, support, sécurité, ios","
Vialink
","CDI
 - Temps plein",Salaire brut : A négocier
735,"Product Marketing Manager ""Document & Data Analysis"" F/H - Marketing (H/F)","
Publié le 03 janvier 2023
",92 - PUTEAUX,"outils, communication, intelligence artificielle, marketing, saas, support, sécurité, ios","
Vialink
","CDI
 - Temps plein",Salaire brut : A négocier
736,Senior data scientist - connaissance client-(H/F),"
Publié le 03 janvier 2023
",92 - NANTERRE,"python, sql, machine learning, git, sas, tableau, moe, moa",,"CDI
 - Temps plein",
737,Data scientist (H/F),"
Actualisé le 05 janvier 2023
",91 - MASSY,"sql, outils, git, cloud",,"CDD
 - Temps plein",
738,Data scientist (H/F),"
Actualisé le 05 janvier 2023
",91 - MASSY,"python, sql, outils, marketing, machine learning, git, cloud, ios",,"CDI
 - Temps plein",
739,Data scientist (H/F),"
Actualisé le 05 janvier 2023
",91 - MASSY,"python, sql, agile, outils, marketing, machine learning, git, excel",,"CDD
 - Temps plein",
740,Data manager (H/F),"
Actualisé le 13 janvier 2023
",77 - MELUN,"communication, data management, git, support",,"CDI
 - Temps plein",
741,"CDI - Data Analyst F/H - Système, réseaux, données (H/F)","
Actualisé le 04 janvier 2023
",92 - LEVALLOIS PERRET,"agile, outils, marketing, git, sas","
Mediametrie
","CDI
 - Temps plein",Salaire brut : A partir de 35 k€ brut annuel
742,Ingénieur Devops Big Data NIFI F/H - Informatique de gestion (H/F),"
Actualisé le 23 janvier 2023
",94 - VILLEJUIF,"big data, communication, git, linux, devops","
Alithya France
","CDI
 - Temps plein",Salaire brut : 45 - 55 k€ brut annuel
743,Data Analyst / Consultant Power BI (H/F),"
Publié le 02 janvier 2023
",75 - Paris (Dept.),"test, recette, data management, power bi, sécurité",,"CDI
 - Temps plein",
744,DEVELOPPEUR DATA INTEGRATION F/H (H/F),"
Publié le 02 janvier 2023
",78 - Yvelines,"python, sql, test, recette, marketing, bases de données, java, acquisition, web, c#, sécurité, javascript, etl",,"CDI
 - Temps plein",
745,Responsable DATA et Base de données patrimoniales - CDI - Colombes H/F,"
Publié le 02 janvier 2023
",92 - COLOMBES,"outils, marketing, ios",,"CDI
 - Temps partiel",
746,Project Manager Formation Data (H/F) / CDI,"
Publié le 02 janvier 2023
",92 - Hauts de Seine,"test, sap, scala, excel",,"CDI
 - Temps plein",
747,AGENT DE SECURITE SSIAP 1 BILINGUE (ANGLAIS) DATA CENTER (H/F),"
Actualisé le 04 janvier 2023
",93 - Seine Saint Denis,"git, sécurité, excel",,"CDI
 - Temps plein",
748,DATA VISUALISATION DEVELOPER H/F,"
Publié le 02 janvier 2023
",95 - PONTOISE,"sql, agile, recette, outils, nosql, git, power bi, tableau",,"CDI
 - Temps plein",
749,"Chef de Projet Data Processing Accreditation ) F/H - Système, réseaux, données (H/F)","
Actualisé le 02 janvier 2023
",93 - ST DENIS,"test, communication, validation, excel","
PARIS 2024
","CDI
 - Temps plein",Salaire brut : A négocier
750,Animateur communauté data (data steward lead) f/h (H/F),"
Publié le 31 décembre 2022
",77 - MELUN,"communication, data management, git, support",,"CDI
 - Temps plein",
751,Ingénieur data analyst H/F,"
Publié le 31 décembre 2022
",92 - MEUDON,"outils, support",,"CDI
 - Temps plein",
752,Chef de projet Data Marketing H/F,"
Publié le 30 décembre 2022
",92 - NEUILLY SUR SEINE,"test, outils, communication, marketing, validation, data management, git, tableau, sécurité, excel, ios",,"CDI
 - Temps plein",
753,Data scientist (H/F),"
Actualisé le 07 janvier 2023
",75 - PARIS 01,"communication, intelligence artificielle, machine learning, support, excel",,"CDI
 - Temps plein",
754,Chef.fe de projet étude statistiques et data (H/F),"
Actualisé le 04 janvier 2023
",75 - Paris (Dept.),"communication, git, excel",,"CDI
 - Temps plein",
755,Chef.fe de projet étude statistiques et data (H/F),"
Actualisé le 04 janvier 2023
",75 - Paris (Dept.),"communication, git, excel",,"CDI
 - Temps plein",
756,"Data Architect F/H - Système, réseaux, données (H/F)","
Publié le 30 décembre 2022
",94 - ORLY,"python, sql, agile, sql server, c#, devops, etl, spark","
DAHER
","CDI
 - Temps plein",Salaire brut : A négocier
757,"Data Analyst / Risques de Crédit - Boursorama F/H - Système, réseaux, données (H/F)","
Publié le 30 décembre 2022
",92 - BOULOGNE BILLANCOURT,"outils, marketing, validation, data management, sap","
BOURSORAMA SA
","CDI
 - Temps plein",Salaire brut : A négocier
758,"CONSULTANT BIG DATA F/H - Système, réseaux, données (H/F)","
Publié le 30 décembre 2022
",75 - PARIS 06,big data,"
Hexateam
","CDI
 - Temps plein",Salaire brut : A négocier
759,"Chef de projets Data F/H - Système, réseaux, données (H/F)","
Publié le 30 décembre 2022
",75 - PARIS 17,"agile, recette, business intelligence","
SEENOVATE
","CDI
 - Temps plein",Salaire brut : 47 - 55 k€ brut annuel
760,"Responsable Data Client & CRM F/H - Système, réseaux, données (H/F)","
Publié le 30 décembre 2022
",75 - PARIS 12,"agile, outils, communication, marketing, git, bases de données, tableau, excel, crm","
RATP
","CDI
 - Temps plein",Salaire brut : A partir de 45 k€ brut annuel
761,Développeur Java EE / Big Data [Full Remote] F/H - Informatique de gestion (H/F),"
Publié le 30 décembre 2022
",92 - NEUILLY SUR SEINE,"sql, test, big data, nosql, hadoop, java, spark","
RECRUT-INFO
","CDI
 - Temps plein",Salaire brut : 45 - 60 k€ brut annuel
762,"DATA ENGINEER CLOUD - F/H - Système, réseaux, données (H/F)","
Publié le 30 décembre 2022
",75 - PARIS 06,"python, sql, agile, test, big data, nosql, validation, git, java, scrum, scala, cloud, jenkins, talend, spark","
Hexateam
","CDI
 - Temps plein",Salaire brut : A négocier
763,Data Manager F/H (H/F),"
Publié le 30 décembre 2022
",75 - Paris (Dept.),"sql, communication, support, sap, power bi, tableau, moa, excel, salesforce, etl",,"CDI
 - Temps plein",
764,Chargé de Marketing data et analytics (F/H) (H/F),"
Publié le 30 décembre 2022
",92 - ANTONY,"outils, marketing, git, bases de données, acquisition, web, excel, crm",,"CDI
 - Temps plein",
765,Data Analyst TV H/F,"
Publié le 30 décembre 2022
",93 - BOBIGNY,"marketing, vba, excel","
PP
","CDD
 - Temps plein","Salaire brut : De 35000,00 Euros à 42000,00 Euros"
766,Product manager marketing client  data privacy (H/F),"
Actualisé le 12 janvier 2023
",91 - BONDOUFLE,"agile, outils, marketing, validation, excel","
Les Mousquetaires
","CDI
 - Temps plein",
767,Data analyst (H/F),"
Actualisé le 12 janvier 2023
",91 - BONDOUFLE,"python, sql, agile, outils, sas, excel","
Les Mousquetaires
","CDI
 - Temps plein",
768,"CONSULTANT(E) Data/BI F/H - Système, réseaux, données (H/F)","
Actualisé le 09 janvier 2023
",75 - PARIS 08,outils,"
DATA INSIGHT
","CDI
 - Temps plein",Salaire brut : A partir de 40 k€ brut annuel
769,"Data Engineer F/H - Système, réseaux, données (H/F)","
Actualisé le 23 janvier 2023
",75 - PARIS 17,"python, sql","
Verduron
","CDI
 - Temps plein",Salaire brut : A négocier
770,"Data Engineer Python SQL Experimenté F/H - Système, réseaux, données (H/F)","
Actualisé le 23 janvier 2023
",75 - PARIS 14,"python, sql","
Verduron
","CDI
 - Temps plein",Salaire brut : A négocier
771,"Consultant(e) Confirme(e) Data Analytics F/H - Finance, trésorerie (H/F)","
Publié le 29 décembre 2022
",75 - PARIS 08,"big data, outils, business intelligence, bases de données, tableau, excel, etl","
mc2i
","CDI
 - Temps plein",Salaire brut : A négocier
772,"Data manager F/H - Système, réseaux, données (H/F)","
Actualisé le 09 janvier 2023
",92 - COURBEVOIE,,"
Groupe Partenor
","CDI
 - Temps plein",Salaire brut : 45 - 65 k€ brut annuel
773,"DATA INGENIEUR F/H - Système, réseaux, données (H/F)","
Publié le 29 décembre 2022
",92 - NEUILLY SUR SEINE,"python, sql, big data, nosql, hadoop, java, spring, cloud, spark","
Olivier LEFIEVRE Novagen Conseil
","CDI
 - Temps plein",Salaire brut : 40 - 60 k€ brut annuel
774,Data scientist (H/F),"
Publié le 29 décembre 2022
",75 - PARIS 01,"python, sql, big data, intelligence artificielle, marketing, machine learning, git",,"CDI
 - Temps plein",
775,Data scientist (H/F),"
Publié le 29 décembre 2022
",75 - PARIS 01,"python, sql, big data, intelligence artificielle, marketing, machine learning, git",,"CDI
 - Temps plein",
776,Data scientist (H/F),"
Actualisé le 02 janvier 2023
",92 - RUEIL MALMAISON,"agile, outils",,"CDD
 - Temps plein",
777,Data manager (H/F),"
Actualisé le 02 janvier 2023
",93 - AUBERVILLIERS,"agile, test, tableau, excel",,"CDI
 - Temps plein",
778,Data scientist (H/F),"
Actualisé le 05 janvier 2023
",94 - CHARENTON LE PONT,"python, sql, outils, data management, git, cloud",,"CDI
 - Temps plein",
779,Data manager (H/F),"
Actualisé le 11 janvier 2023
",75 - PARIS 01,"sql, outils, communication, sécurité",,"CDI
 - Temps plein",
780,Data manager (H/F),"
Publié le 29 décembre 2022
",75 - PARIS 01,"agile, test, excel",,"CDI
 - Temps plein",
781,Data manager (H/F),"
Actualisé le 05 janvier 2023
",75 - PARIS 01,"agile, recette, business intelligence",,"CDI
 - Temps plein",
782,Data scientist (H/F),"
Actualisé le 29 décembre 2022
",75 - PARIS 01,"communication, marketing, git, réseaux, excel, crm",,"CDI
 - Temps plein",
783,"CHEF DE PROJETS MASTER DATA F/H - Système, réseaux, données (H/F)","
Publié le 28 décembre 2022
",94 - IVRY SUR SEINE,"support, sap, excel","
Grands Moulins de Paris
","Intérim
 - Temps plein",Salaire brut : A négocier
784,"Ingénieur Système et Réseau Data center F/H - Système, réseaux, données (H/F)","
Publié le 28 décembre 2022
",95 - ST GRATIEN,"python, outils, git, bases de données, réseaux, windows, cloud, vmware, linux, sécurité, excel","
VERSO HEALTHCARE
","CDI
 - Temps plein",Salaire brut : 40 - 50 k€ brut annuel
785,"Data scientist Spécialisé dans le domaine du transport. F/H - Système, réseaux, données (H/F)","
Publié le 28 décembre 2022
",94 - FONTENAY SOUS BOIS,"python, test, outils","
KAISENS DATA
","CDI
 - Temps plein",Salaire brut : A négocier
786,Architecte Data H/F,"
Publié le 28 décembre 2022
",75 - Paris (Dept.),"sql, nosql, hadoop, bases de données, cloud, devops, sécurité, excel, spark",,"CDI
 - Temps plein",
787,"Data Scientist confirmé (H/F) - ""English Fluent""","
Actualisé le 02 janvier 2023
",92 - Hauts de Seine,"test, outils, intelligence artificielle, machine learning, web, cloud, devops, excel",,"CDI
 - Temps plein",
788,Data architect H/F,"
Publié le 28 décembre 2022
",92 - Hauts de Seine,"validation, git, sécurité, excel",,"CDI
 - Temps plein",
789,Data analyst (H/F),"
Actualisé le 24 janvier 2023
",92 - PUTEAUX,"business intelligence, sas, power bi, tableau, excel",,"CDI
 - Temps plein",
790,Data scientist (H/F),"
Publié le 26 décembre 2022
",75 - PARIS 01,"communication, marketing, web, tableau",,"CDI
 - Temps plein",
791,Data manager (H/F),"
Publié le 26 décembre 2022
",75 - PARIS 01,"outils, communication, excel, cognos",,"CDI
 - Temps plein",
792,Data Quality Analyst H/F,"
Actualisé le 13 janvier 2023
",75 - Paris (Dept.),"test, tableau, data quality",,"CDI
 - Temps plein",
793,Gestionnaire Master DATA H/F,"
Publié le 24 décembre 2022
",93 - BOBIGNY,"outils, marketing, bases de données, support","
PP
","CDI
 - Temps plein","Salaire brut : De 372000,00 Euros à 384000,00 Euros"
794,Product Manager Data (H/F),"
Actualisé le 24 décembre 2022
",94 - MAISONS ALFORT,"agile, outils, communication, git",,"CDI
 - Temps plein",
795,Product Manager Data (H/F),"
Actualisé le 24 décembre 2022
",94 - MAISONS ALFORT,"agile, outils, communication, git",,"CDI
 - Temps plein",
796,Data scientist (H/F),"
Publié le 23 décembre 2022
",92 - NANTERRE,"outils, marketing, machine learning",,"CDI
 - Temps plein",
797,Data scientist (H/F),"
Actualisé le 25 janvier 2023
",77 - MOUSSY LE VIEUX,"agile, git, devops, sécurité",,"CDI
 - Temps plein",
798,Data Scientist (H/F),"
Actualisé le 28 décembre 2022
",75 - PARIS 16,"python, sql, outils, marketing, validation, machine learning, bases de données, web, ios",,"CDI
 - Temps plein",
799,AGENT DE SECURITE SSIAP 1 ANGLOPHONE DATA CENTER (H/F),"
Actualisé le 04 janvier 2023
",92 - Hauts de Seine,"git, sécurité, excel",,"CDI
 - Temps plein",
800,Consultant BI/Data Project Manager (H/F),"
Actualisé le 26 décembre 2022
",75 - Paris (Dept.),"sql, agile, test, communication, validation, scrum, power bi, cloud, qlik, talend, spark",,"CDI
 - Temps plein",
801,Data scientist sénior H/F,"
Actualisé le 30 décembre 2022
",75 - Paris (Dept.),"python, sql, test, outils, git, bases de données, sécurité, nlp",,"CDI
 - Temps plein",
802,Chef de Projet Data Achats H/F,"
Actualisé le 22 janvier 2023
",78 - Yvelines,"outils, git",,"Intérim
 - Temps plein",
803,Data Analyst H/F,"
Actualisé le 21 janvier 2023
",78 - Yvelines,"outils, power bi",,"CDI
 - Temps plein",
804,2022-1860 - Lead Data Analyst H/F,"
Actualisé le 19 janvier 2023
",75,"python, sql, test, outils, marketing, git, web, data quality, crm","
Groupe M6
",,Salaire brut : De
805,2022-1861 - Data Analyst H/F,"
Publié le 22 décembre 2022
",75,"python, sql, test, hadoop, git, bases de données, réseaux sociaux, réseaux, unix, web, unix","
Groupe M6
",,Salaire brut : De
806,Data scientist (H/F),"
Actualisé le 03 janvier 2023
",75 - PARIS 09,"python, outils, communication, git, tableau",,"CDI
 - Temps plein",
807,Data Analyst H/F,"
Publié le 22 décembre 2022
",91 - LISSES,"communication, business intelligence, support, power bi, sécurité",,"CDI
 - Temps plein",
808,Data miner (H/F),"
Actualisé le 04 janvier 2023
",92 - COURBEVOIE,"big data, outils, excel",,"CDI
 - Temps plein",
809,Data scientist (H/F),"
Publié le 21 décembre 2022
",78 - MONTIGNY LE BRETONNEUX,"python, agile, intelligence artificielle, marketing, cloud, c++, linux, devops, sécurité",,"CDI
 - Temps plein",
810,Data scientist (H/F),"
Publié le 21 décembre 2022
",78 - MONTIGNY LE BRETONNEUX,"python, agile, outils, hadoop, marketing, cloud, c++, linux, spark",,"CDI
 - Temps plein",
811,Snowflake Data Architect (F/H) (H/F),"
Actualisé le 26 décembre 2022
",92 - ANTONY,"sql, outils, nosql, machine learning, git, bases de données, tableau, talend, etl",,"CDI
 - Temps plein",
812,Data scientist (H/F),"
Actualisé le 27 décembre 2022
",75 - Paris (Dept.),"big data, outils, marketing, machine learning, web, cloud","
OpenClassrooms
","CDI
 - Temps plein",
813,DATA ANALYST - H/F,"
Publié le 20 décembre 2022
",92 - COURBEVOIE,"python, sql, outils, data management, business intelligence, git, web, tableau, excel","
DALKIA Recrutement
","CDI
 - Temps plein",
814,Data Manager F/H  - Transitions Pro Île-de-France (H/F),"
Publié le 18 décembre 2022
",75 - PARIS 10,"sql, communication, support, power bi, tableau, moa, excel, salesforce, etl","
Transitions Pro Île-de-France
","CDI
 - Temps plein",
815,Data Manager F/H  - Transitions Pro Île-de-France (H/F),"
Publié le 18 décembre 2022
",75 - PARIS 10,"sql, communication, support, power bi, tableau, moa, excel, salesforce, etl","
Transitions Pro Île-de-France
","Intérim
 - Temps plein",
816,Data scientist (H/F),"
Publié le 16 décembre 2022
",78 - MAGNY LES HAMEAUX,"python, sql, nosql, machine learning, git, excel, nlp",,"CDI
 - Temps plein",
817,JUNIOR DATA ENGINEER EN ALTERNANCE  - H/F,"
Publié le 15 décembre 2022
",75 - PARIS 08,"agile, communication, git, support, sécurité, etl","
Iliad
","CDI
 - Temps plein",
818,JUNIOR DATA SCIENTIST EN ALTERNANCE - H/F,"
Publié le 15 décembre 2022
",75 - PARIS 08,"python, agile, communication, business intelligence, machine learning, réseaux, excel, data quality","
Iliad
","CDI
 - Temps plein",
819,JUNIOR DATA ENGINEER  - H/F,"
Publié le 15 décembre 2022
",75 - PARIS 08,"agile, communication, git, support, sécurité, etl","
Iliad
","CDI
 - Temps plein",
820,JUNIOR DATA SCIENTIST - H/F,"
Publié le 15 décembre 2022
",75 - PARIS 08,"python, agile, communication, business intelligence, machine learning, réseaux, excel, data quality","
Iliad
","CDD
 - Temps plein",
821,SENIOR DATA ENGINEER  - H/F,"
Publié le 15 décembre 2022
",75 - PARIS 08,"python, agile, big data, outils, communication, support, cloud, linux, sécurité, etl","
Iliad
","CDI
 - Temps plein",
822,Développeur / Développeuse Big Data (H/F),"
Publié le 15 décembre 2022
",94 - Val de Marne,"python, agile, test, big data, validation, support, java, scala, web, cloud, c#","
Société Générale
","CDI
 - Temps plein",
823,Data analyst (H/F),"
Actualisé le 12 janvier 2023
",91 - LISSES,"sql, communication, business intelligence, support, power bi, sql server, oracle, ios, talend","
MARTIN BROWER
","CDD
 - Temps plein",
824,Data manager (H/F),"
Actualisé le 14 janvier 2023
",75 - PARIS 09,"python, sql, outils, marketing, tableau",,"CDI
 - Temps plein",
825,Data manager (H/F),"
Actualisé le 14 janvier 2023
",75 - PARIS 09,"python, agile, big data, hadoop, saas, git, sécurité, etl, spark",,"CDI
 - Temps plein",
826,Data scientist (H/F),"
Actualisé le 07 janvier 2023
",92 - LEVALLOIS PERRET,"python, sql, outils, machine learning, bases de données, linux, excel, ios, tensorflow, keras",,"CDI
 - Temps plein",
827,Data scientist (H/F),"
Actualisé le 16 décembre 2022
",92 - ST CLOUD,"python, sql, agile, big data, outils, spark",,"CDI
 - Temps plein",
828,Data manager (H/F),"
Publié le 12 décembre 2022
",Ile-de-France,"big data, outils, communication, marketing, data management, git",,"CDI
 - Temps plein",
829,"Data Engineer F/H - Système, réseaux, données (H/F)","
Actualisé le 11 janvier 2023
",92 - NEUILLY SUR SEINE,"python, sql, big data, outils, data management, git, scala, cloud, sécurité","
JCDecaux
","CDD
 - Temps plein",Salaire brut : A négocier
830,Data scientist (H/F),"
Actualisé le 28 décembre 2022
",75 - PARIS 01,"test, support, data quality",,"CDI
 - Temps plein",
831,Chef de Projet Data / BI (H/F),"
Publié le 09 décembre 2022
",91 - MASSY,"sql, test, bases de données, serveur, tableau, salesforce, etl","
Izi Confort
","CDI
 - Temps plein",
832,Data analyst (H/F),"
Actualisé le 10 décembre 2022
",75 - PARIS 01,"python, outils, communication, marketing, java, javascript, vba, excel","
Talentis Horizon
","CDI
 - Temps plein",
833,"Data Engineer Risque de Crédit F/H - Système, réseaux, données (H/F)","
Actualisé le 09 janvier 2023
",75 - PARIS 12,"python, agile, sas","
SAS K-LAGAN FRANCE
","Intérim
 - Temps plein",Salaire brut : A négocier
834,DATA OPS SÉNIOR (H/F),"
Publié le 06 décembre 2022
",75 - PARIS 01,"python, agile, big data, outils, communication, intelligence artificielle, machine learning, git, scala, web, cloud, moe, moa, devops, sécurité, etl, nlp","
Trimane
","CDI
 - Temps plein",
835,DATA OPS SÉNIOR (H/F),"
Publié le 06 décembre 2022
",75 - PARIS 01,"python, agile, big data, outils, communication, intelligence artificielle, machine learning, git, scala, web, cloud, moe, moa, devops, sécurité, etl, nlp","
Trimane
","CDI
 - Temps plein",
836,Data Architect (H/F),"
Publié le 06 décembre 2022
",75 - PARIS 01,"python, sql, agile, big data, outils, nosql, data management, machine learning, git, bases de données, java, scala, web, oracle, cloud, qlik, tableau, moe, moa, sécurité, etl, spark, nlp","
Trimane
","CDI
 - Temps plein",
837,Développeur / Développeuse Big Data (H/F),"
Actualisé le 10 décembre 2022
",94 - Val de Marne,"python, agile, test, big data, validation, support, java, scala, web, cloud, c#","
Société Générale
","CDI
 - Temps plein",
838,LEAD DATA SCIENTIST (H/F),"
Actualisé le 03 janvier 2023
",75 - PARIS 09,"python, machine learning, git, nlp, keras","
Expectra
","CDI
 - Temps plein",
839,Responsable Comptable Mandant Data ManagementH/F,"
Publié le 04 décembre 2022
",92 - RUEIL MALMAISON,"data management, sas, tableau",,"CDI
 - Temps plein",
840,Chef de Projet MOA DATA H/F,"
Publié le 04 décembre 2022
",92 - NANTERRE,"agile, outils, intelligence artificielle, data management, git, moa",,"CDI
 - Temps plein",
841,Data miner (H/F),"
Actualisé le 02 janvier 2023
",93 - LA COURNEUVE,"test, excel",,"CDI
 - Temps plein",
842,Data Analyst - Alternance  F/H - Dstny - Clichy (H/F),"
Publié le 01 décembre 2022
",92 - CLICHY,"sql, outils, marketing, support, power bi, mysql, postgresql, tableau, ios, etl","
Dstny - Clichy
","CDI
 - Temps plein",
843,Data analyst au sein de la digital services factory f/h (H/F),"
Actualisé le 31 décembre 2022
",77 - MELUN,"sql, test, outils, communication, git, bases de données, support, tableau",,"CDI
 - Non renseigné",
844,Data manager (H/F),"
Actualisé le 28 décembre 2022
",92 - CLICHY,,,"CDD
 - Temps plein",
845,Data analyste marketing (H/F),"
Actualisé le 26 janvier 2023
",92 - BOULOGNE BILLANCOURT,"python, agile, outils, marketing, git, bases de données, sas, web, tableau, excel",,"CDI
 - Temps plein",
846,Responsable Master Data (H/F),"
Publié le 29 novembre 2022
",92 - ASNIERES SUR SEINE,"outils, data management","
Groupe Fed
","CDI
 - Temps plein",
847,Data Analyst / Risques de Crédit - Boursorama-(H/F),"
Publié le 28 novembre 2022
",92 - BOULOGNE BILLANCOURT,"python, test, outils, marketing, data management, sas",,"CDI
 - Temps plein",
848,Data scientist (H/F),"
Actualisé le 19 décembre 2022
",77 - MONTEREAU SUR LE JARD,"python, outils, bases de données, support, spark, keras",,"CDI
 - Non renseigné",
849,Data manager (H/F),"
Actualisé le 29 décembre 2022
",92 - COLOMBES,"outils, power bi, sécurité",,"CDD
 - Temps plein",
850,Data scientist (H/F),"
Actualisé le 05 janvier 2023
",78 - MAGNY LES HAMEAUX,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",,"CDI
 - Temps plein",
851,Data scientist (H/F),"
Actualisé le 05 janvier 2023
",91 - EVRY COURCOURONNES,"test, outils, communication, marketing, git, support, sap, power bi, excel, crm",,"CDD
 - Temps plein",
852,Responsable service data & bi à la supply-chain globale de la division support et services f/h (H/F),"
Actualisé le 31 décembre 2022
",77 - MOISSY CRAMAYEL,"python, outils, data management, support, power bi, ios",,"Profession libérale
 - Non renseigné",
853,Data Product Manager (H/F),"
Actualisé le 04 janvier 2023
",75,marketing,,,
854,Data manager (H/F),"
Actualisé le 21 janvier 2023
",92 - PUTEAUX,"agile, test, big data, outils, scrum, scala, spark",,"CDD
 - Temps plein",
855,Data manager (H/F),"
Actualisé le 21 janvier 2023
",92 - PUTEAUX,"agile, test, big data, outils, scrum, scala, spark",,"CDD
 - Temps plein",
856,Développeur Big Data (H/F),"
Publié le 26 novembre 2022
",94 - FONTENAY SOUS BOIS,"python, agile, test, big data, validation, support, java, scala, web, cloud, c#",,"CDI
 - Temps plein",
857,Data manager (H/F),"
Actualisé le 21 janvier 2023
",75 - PARIS 09,"python, sql, acquisition, nlp",,"CDD
 - Temps plein",
858,Data manager (H/F),"
Actualisé le 24 janvier 2023
",92 - BOULOGNE BILLANCOURT,"outils, marketing, scala, spark",,"CDD
 - Temps plein",
859,Délégué / Déléguée à la protection des données - Data Protection Officer (H/F),"
Actualisé le 29 décembre 2022
",92 - NEUILLY SUR SEINE,"outils, communication, git, excel",,"CDI
 - Temps plein",
860,Data scientist f/h (H/F),"
Actualisé le 24 janvier 2023
",77 - MELUN,"python, outils, bases de données, support, spark, keras",,"CDI
 - Non renseigné",
861,Pilote opérations infrastructures data center f/h (H/F),"
Actualisé le 24 janvier 2023
",92 - MALAKOFF,git,,"CDI
 - Temps plein",
862,Data analyst (H/F),"
Actualisé le 11 janvier 2023
",91 - LISSES,"sql, agile, test, recette, communication, support, excel","
MARTIN BROWER
","CDD
 - Temps plein",
863,Responsable des infrastructures data center f/h (H/F),"
Actualisé le 21 janvier 2023
",92 - MALAKOFF,"communication, git, serveur, sécurité, excel, ios",,"CDI
 - Temps plein",
864,Data Scientist Finance et Risques F/H (H/F),"
Publié le 21 novembre 2022
",94 - MAISONS ALFORT,"python, communication, intelligence artificielle, machine learning, git, bases de données, sap, excel",,"CDI
 - Non renseigné",
865,Data analyst (H/F),"
Actualisé le 07 janvier 2023
",75 - PARIS 09,"outils, saas, sécurité",,"CDI
 - Non renseigné",
866,Data Engineer / SRE - H/F,"
Publié le 17 novembre 2022
",92 - MEUDON,"python, big data, machine learning, java, réseaux, scala, tableau, spark, tensorflow",,"CDI
 - Temps plein",
867,Chef de projet AMOA Data et sécurité B2B (H/F),"
Publié le 17 novembre 2022
",92 - MEUDON,"recette, marketing, support, réseaux, sécurité",,"CDI
 - Temps plein",
868,Data Designer IT-(H/F),"
Publié le 17 novembre 2022
",94 - FONTENAY SOUS BOIS,"big data, outils, data management, business intelligence, git, support, c#, spark",,"CDI
 - Non renseigné",
869,Service Officer Master Data H/F,"
Publié le 17 novembre 2022
",75,"agile, test, excel",,,
870,Data analyst (H/F),"
Actualisé le 12 janvier 2023
",92 - COURBEVOIE,"sql, big data, outils, communication, data management, git, support, excel",,"CDI
 - Non renseigné",
871,Data engineer à la supply-chain globale de la division support et services f/h (H/F),"
Actualisé le 12 janvier 2023
",77 - MOISSY CRAMAYEL,"python, outils, data management, machine learning, bases de données, support, sap, power bi, ios",,"CDI
 - Non renseigné",
872,Data scientist (H/F),"
Actualisé le 30 décembre 2022
",75 - PARIS 01,"python, agile, test, machine learning, git, cloud, tableau, nlp, keras",,"CDI
 - Non renseigné",
873,Consultant(e) en Actuariat & Data Science (H/F),"
Publié le 09 novembre 2022
",75 - PARIS 01,"python, agile, outils, sas, excel","
Optimind
","CDI
 - Non renseigné",
